,administrative_area_level_1,country,administrative_area_level_2
0,Alberta,Canada,
0,Alberta,Canada,Wood Buffalo
0,Alberta,Canada,Jasper
0,Alberta,Canada,Red Deer County
0,Alberta,Canada,Leduc County
0,Alberta,Canada,
0,Alberta,Canada,Parkland County
0,Alberta,Canada,Westlock County
0,Alberta,Canada,County of Barrhead No. 11
0,Alberta,Canada,Saddle Hills County
0,British Columbia,Canada,Thompson-Nicola
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,Thompson-Nicola
0,British Columbia,Canada,Nanaimo
0,British Columbia,Canada,Nanaimo
0,British Columbia,Canada,Central Kootenay
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,Central Coast
0,British Columbia,Canada,Cariboo
0,British Columbia,Canada,Peace River
0,British Columbia,Canada,Thompson-Nicola
0,British Columbia,Canada,Peace River
0,British Columbia,Canada,Fraser-Fort George
0,British Columbia,Canada,Fraser-Fort George
0,Quebec,Canada,Bas-Saint-Laurent
0,Quebec,Canada,Côte-Nord
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Capitale-Nationale
0,Quebec,Canada,Centre-du-Québec
0,Quebec,Canada,Montérégie
0,Quebec,Canada,Lanaudière
0,Quebec,Canada,Laurentides
0,Quebec,Canada,Montérégie
0,Quebec,Canada,Abitibi-Témiscamingue
0,Quebec,Canada,Estrie
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Mauricie
0,Quebec,Canada,Bas-Saint-Laurent
0,Quebec,Canada,Chaudière-Appalaches
0,Quebec,Canada,Chaudière-Appalaches
0,Quebec,Canada,Nord-du-Québec
0,Quebec,Canada,Mauricie
0,Quebec,Canada,Mauricie
0,Quebec,Canada,Mauricie
0,Quebec,Canada,Abitibi-Témiscamingue
0,Quebec,Canada,Laurentides
0,Quebec,Canada,Laurentides
0,Quebec,Canada,Lanaudière
0,Quebec,Canada,Chaudière-Appalaches
0,Quebec,Canada,Bas-Saint-Laurent
0,Quebec,Canada,Bas-Saint-Laurent
0,Quebec,Canada,Bas-Saint-Laurent
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Outaouais
0,Quebec,Canada,Centre-du-Québec
0,Quebec,Canada,Laurentides
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Quebec,Canada,Chaudière-Appalaches
0,Minnesota,United States,Hubbard County
0,British Columbia,Canada,Metro Vancouver
0,New York,United States,Orange County
0,Quebec,Canada,Laurentides
0,Massachusetts,United States,Hampden County
0,Wisconsin,United States,Barron County
0,Maine,United States,Franklin County
0,Nevada,United States,Washoe County
0,Nevada,United States,Elko County
0,British Columbia,Canada,Sunshine Coast Regional District
0,British Columbia,Canada,Bulkley-Nechako
0,British Columbia,Canada,Fraser-Fort George
0,British Columbia,Canada,Cariboo
0,British Columbia,Canada,Okanagan-Similkameen
0,British Columbia,Canada,Kootenay Boundary
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,North Okanagan
0,British Columbia,Canada,Central Kootenay
0,British Columbia,Canada,Cariboo
0,British Columbia,Canada,Columbia-Shuswap
0,British Columbia,Canada,Kitimat-Stikine
0,British Columbia,Canada,Central Okanagan
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,North Okanagan
0,British Columbia,Canada,Thompson-Nicola
0,Oregon,United States,Lake County
0,Colorado,United States,San Juan County
0,Tuscany,Italy,Province of Pistoia
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Alberta,Canada,Red Deer County
0,Fjallabyggð,Iceland,
0,British Columbia,Canada,Squamish-Lillooet
0,Valais,Switzerland,Goms District
0,Massachusetts,United States,Berkshire County
0,Idaho,United States,Blaine County
0,Triesenberg,Liechtenstein,
0,Hawaii,United States,Hawaii County
0,Ontario,Canada,Greater Sudbury
0,Ontario,Canada,Algoma District
0,Ontario,Canada,Nipissing District
0,Ontario,Canada,Greater Sudbury
0,Ontario,Canada,Thunder Bay District
0,Lombardy,Italy,Province of Bergamo
0,Grisons,Switzerland,Maloja District
0,Valais,Switzerland,Entremont District
0,Otago,New Zealand,Queenstown-Lakes District
0,Liguria,Italy,Province of Imperia
0,British Columbia,Canada,Fraser Valley
0,Lombardy,Italy,Province of Sondrio
0,Liguria,Italy,Metropolitan City of Genoa
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Lombardy,Italy,Province of Sondrio
0,Aosta,Italy,Aosta Valley
0,Aosta,Italy,Aosta Valley
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Ohio,United States,Pike County
0,Missouri,United States,Polk County
0,Tyrol,Austria,Innsbruck-Land District
0,Tyrol,Austria,Imst District
0,Tyrol,Austria,Innsbruck-Land District
0,Tyrol,Austria,Innsbruck-Land District
0,Tyrol,Austria,Innsbruck-Land District
0,Tyrol,Austria,Innsbruck
0,Tyrol,Austria,Innsbruck-Land District
0,Tyrol,Austria,Innsbruck-Land District
0,Lombardy,Italy,Province of Como
0,Lombardy,Italy,Province of Lecco
0,Veszprém,Hungary,Zirc District
0,British Columbia,Canada,North Okanagan
0,Tyrol,Austria,Imst District
0,Tyrol,Austria,Imst District
0,Upper Austria,Austria,Kirchdorf an der Krems District
0,New Mexico,United States,Otero County
0,Heves County,Hungary,Gyöngyös District
0,Heves County,Hungary,Gyöngyös District
0,Heves County,Hungary,Bélapátfalva
0,Pest County,Hungary,Szentendre District
0,Pest County,Hungary,Szentendre District
0,Pest County,Hungary,Szob District
0,Alba County,Romania,Garda de Sus
0,Cluj County,Romania,Baisoara
0,Maramureș County,Romania,Cavnic
0,Harghita County,Romania,Miercurea Ciuc
0,Harghita County,Romania,Capalnita
0,Harghita County,Romania,Praid
0,Harghita County,Romania,Praid
0,Mureș County,Romania,Sovata
0,Canterbury,New Zealand,Waitaki District
0,Cluj County,Romania,Capusu Mare
0,Hunedoara County,Romania,Petrosani
0,Maramureș County,Romania,Desesti
0,Neamț County,Romania,Piatra Neamt
0,Suceava County,Romania,Comuna Mălini
0,Cluj County,Romania,Marisel
0,Hunedoara County,Romania,Rau de Mori
0,Canterbury,New Zealand,Selwyn District
0,Auckland,New Zealand,Auckland
0,Vermont,United States,Windham County
0,Issyk-Kul Region,Kyrgyzstan,Ak-Su
0,Chüy Region,Kyrgyzstan,Alamudun
0,Tashkent Region,Uzbekistan,Bostanlik District
0,Tashkent Region,Uzbekistan,Bostanlik District
0,British Columbia,Canada,Peace River
0,Otago,New Zealand,Queenstown-Lakes District
0,West Coast,New Zealand,Westland District
0,Canterbury,New Zealand,Mackenzie District
0,,Antarctica,
0,Newfoundland and Labrador,Canada,
0,New Brunswick,Canada,Saint John County
0,Gangwon-do,South Korea,
0,Gyeonggi-do,South Korea,
0,Gyeonggi-do,South Korea,
0,Vermont,United States,Windham County
0,New Jersey,United States,Bergen County
0,New Hampshire,United States,Grafton County
0,New Hampshire,United States,Merrimack County
0,New York,United States,Schoharie County
0,New York,United States,Sullivan County
0,Buryatia,Russia,Pribaykalsky District
0,Vermont,United States,Bennington County
0,Vermont,United States,Rutland County
0,Colorado,United States,Grand County
0,New Hampshire,United States,Grafton County
0,Krasnodar Krai,Russia,City of Sochi
0,Bavaria,Germany,Swabia
0,Vermont,United States,Rutland County
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Feldkirch District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bregenz District
0,New Mexico,United States,Taos County
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bregenz District
0,Vorarlberg,Austria,Bludenz District
0,Vorarlberg,Austria,Bludenz District
0,New Hampshire,United States,Carroll County
0,Vermont,United States,Windham County
0,Ontario,Canada,Renfrew County
0,Ontario,Canada,Nipissing District
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Idaho,United States,Clearwater County
0,Massachusetts,United States,Middlesex County
0,New York,United States,Franklin County
0,Quebec,Canada,Outaouais
0,British Columbia,Canada,Thompson-Nicola
0,Cluj County,Romania,Feleacu
0,Maramureș County,Romania,Baia Sprie
0,Quebec,Canada,Outaouais
0,Carinthia,Austria,Spittal an der Drau District
0,Neuquen,Argentina,Chos Malal Department
0,Neuquen,Argentina,Aluminé Department
0,Mendoza Province,Argentina,Las Heras Department
0,Río Negro,Argentina,Bariloche Department
0,Santa Cruz Province,Argentina,Lago Argentino Department
0,Massachusetts,United States,Norfolk County
0,San Juan Province,Argentina,Calingasta Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Victoria,Australia,Mount Hotham Alpine Resort (Unincorporated)
0,Río Negro,Argentina,Bariloche Department
0,Río Negro,Argentina,Bariloche Department
0,Neuquen,Argentina,Picunches Department
0,Neuquen,Argentina,Lácar Department
0,Alberta,Canada,Kananaskis
0,Manitoba,Canada,
0,Hunedoara County,Romania,Petrila
0,Arizona,United States,Coconino County
0,British Columbia,Canada,Bulkley-Nechako
0,Valais,Switzerland,Brig District
0,Gangwon-do,South Korea,
0,Valais,Switzerland,Brig District
0,Alberta,Canada,
0,Yukon,Canada,
0,Ontario,Canada,Thunder Bay District
0,British Columbia,Canada,Thompson-Nicola
0,British Columbia,Canada,Kootenay Boundary
0,New Brunswick,Canada,Restigouche County
0,British Columbia,Canada,East Kootenay
0,Utah,United States,Summit County
0,New Jersey,United States,Morris County
0,British Columbia,Canada,Okanagan-Similkameen
0,Alberta,Canada,Camrose County
0,Ontario,Canada,Nipissing District
0,Alaska,United States,Anchorage Municipality
0,Saskatchewan,Canada,Edenwold No. 158
0,Saskatchewan,Canada,
0,British Columbia,Canada,Thompson-Nicola
0,British Columbia,Canada,Cariboo
0,Saskatchewan,Canada,
0,Saskatchewan,Canada,
0,Saskatchewan,Canada,
0,Saskatchewan,Canada,
0,Saskatchewan,Canada,
0,Saskatchewan,Canada,Cote No. 271
0,Saskatchewan,Canada,Wawken No. 93
0,Saskatchewan,Canada,Bjorkdale No. 426
0,Saskatchewan,Canada,North Qu'Appelle No. 187
0,Saskatchewan,Canada,Good Lake No. 274
0,Saskatchewan,Canada,Prince Albert National Park
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Matanuska-Susitna
0,British Columbia,Canada,Kootenay Boundary
0,Colorado,United States,Clear Creek County
0,New South Wales,Australia,Snowy Monaro Regional Council
0,Canterbury,New Zealand,Waitaki District
0,Tasman,New Zealand,Tasman District
0,Alberta,Canada,
0,Alberta,Canada,
0,Alberta,Canada,
0,Alberta,Canada,
0,Vestfold og Telemark,Norway,Tinn Municipality
0,Alberta,Canada,
0,Vestfold og Telemark,Norway,Tinn Municipality
0,Schwyz,Switzerland,Schwyz District
0,Alberta,Canada,
0,Alaska,United States,Matanuska-Susitna
0,Montana,United States,Hill County
0,Wisconsin,United States,Lincoln County
0,Ohio,United States,Summit County
0,California,United States,Los Angeles County
0,Massachusetts,United States,Franklin County
0,Idaho,United States,Adams County
0,New Hampshire,United States,Hillsborough County
0,Wisconsin,United States,Shawano County
0,Vermont,United States,Orange County
0,Newfoundland and Labrador,Canada,
0,Minnesota,United States,Cass County
0,Newfoundland and Labrador,Canada,
0,Newfoundland and Labrador,Canada,
0,Newfoundland and Labrador,Canada,
0,Nidwalden,Switzerland,Nidwalden
0,Newfoundland and Labrador,Canada,
0,Newfoundland and Labrador,Canada,
0,Newfoundland and Labrador,Canada,
0,New Hampshire,United States,Grafton County
0,Chelyabinsk Oblast,Russia,Gorod Miass
0,Wisconsin,United States,Dane County
0,Gifu,Japan,
0,St. Gallen,Switzerland,See-Gaster District
0,Tyrol,Austria,Imst District
0,Ticino,Switzerland,Blenio District
0,Vilnius County,Lithuania,Vilnius city municipality
0,Alberta,Canada,Kananaskis
0,Krasnodar Krai,Russia,City of Sochi
0,Colorado,United States,Hinsdale County
0,British Columbia,Canada,Bulkley-Nechako
0,Wisconsin,United States,Langlade County
0,Gifu,Japan,Ibi District
0,New York,United States,Hamilton County
0,Bavaria,Germany,Upper Bavaria
0,,Azerbaijan,Qusar
0,Idaho,United States,Blaine County
0,Vaud,Switzerland,Riviera-Pays-d'Enhaut District
0,California,United States,Placer County
0,Maine,United States,York County
0,Okayama,Japan,Aida District
0,Hokkaido,Japan,Kameda District
0,Hokkaido,Japan,Kudo District
0,Hokkaido,Japan,Kamikawa District
0,British Columbia,Canada,Cariboo
0,Alberta,Canada,Crowsnest Pass
0,Murmansk Oblast,Russia,Gorod Kirovsk
0,Niigata,Japan,Higashikambara District
0,Tyrol,Austria,Kitzbühel District
0,Grisons,Switzerland,Surselva District
0,Niigata,Japan,
0,Saskatchewan,Canada,Dundurn No. 314
0,New York,United States,Clinton County
0,Friuli-Venezia Giulia,Italy,Province of Udine
0,Tula Oblast,Russia,Leninsky District
0,Toyama,Japan,Nakaniikawa District
0,Niigata,Japan,Minamiuonuma District
0,Alberta,Canada,Brazeau County
0,Alaska,United States,Kenai Peninsula Borough
0,Niigata,Japan,
0,Niigata,Japan,Minamiuonuma District
0,Wisconsin,United States,Washington County
0,Gifu,Japan,
0,Tottori,Japan,
0,British Columbia,Canada,Central Okanagan
0,Hokkaido,Japan,
0,Vaud,Switzerland,Riviera-Pays-d'Enhaut District
0,Ontario,Canada,Renfrew County
0,Virginia,United States,
0,Colorado,United States,Ouray County
0,Virginia,United States,Warren County
0,Ontario,Canada,Thunder Bay District
0,Niigata,Japan,
0,Fribourg,Switzerland,Gruyère District
0,Toyama,Japan,
0,Wisconsin,United States,Kewaunee County
0,New York,United States,Schenectady County
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Niigata,Japan,
0,Rhode Island,United States,Providence County
0,Canton of Bern,Switzerland,Interlaken-Oberhasli District
0,Maine,United States,Aroostook County
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Wisconsin,United States,Monroe County
0,Washington,United States,Chelan County
0,Hokkaido,Japan,Kamikawa District
0,Alberta,Canada,Fairview No. 136
0,Grisons,Switzerland,Engiadina Bassa/Val Müstair District
0,Niigata,Japan,Minamiuonuma District
0,Texas,United States,Brazos County
0,Wisconsin,United States,Waukesha County
0,New York,United States,Erie County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Niigata,Japan,
0,Toyama,Japan,
0,West Virginia,United States,Ohio County
0,Alberta,Canada,Brazeau County
0,Maine,United States,Somerset County
0,Ontario,Canada,Timiskaming District
0,Shizuoka,Japan,
0,Niigata,Japan,
0,Maine,United States,Aroostook County
0,Hiroshima,Japan,
0,Niigata,Japan,Minamiuonuma District
0,Wisconsin,United States,Washington County
0,Gifu,Japan,
0,New York,United States,Warren County
0,Vaud,Switzerland,Riviera-Pays-d'Enhaut District
0,New Hampshire,United States,Coos County
0,Ticino,Switzerland,Locarno District
0,Yamaguchi,Japan,
0,Krasnodar Krai,Russia,City of Sochi
0,Hokkaido,Japan,Nakagawa District
0,Leningrad Oblast,Russia,Vsevolozhsky District
0,Niigata,Japan,
0,Wisconsin,United States,Sheboygan County
0,Maine,United States,Somerset County
0,New Hampshire,United States,Coos County
0,Trentino-South Tyrol,Italy,Autonomous Province of Trento
0,Vaud,Switzerland,Jura-Nord vaudois District
0,Okayama,Japan,
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Washington,United States,Chelan County
0,Alberta,Canada,County Of Wetaskiwin No. 10
0,Ticino,Switzerland,Leventina District
0,Valais,Switzerland,Visp District
0,Niigata,Japan,Minamiuonuma District
0,Kentucky,United States,Carroll County
0,Ontario,Canada,Rainy River District
0,Vaud,Switzerland,Nyon District
0,New York,United States,Madison County
0,Ontario,Canada,Renfrew County
0,Niigata,Japan,
0,Alberta,Canada,Wood Buffalo
0,Maine,United States,Oxford County
0,Ontario,Canada,Kenora District
0,Niigata,Japan,
0,Colorado,United States,La Plata County
0,Hiroshima,Japan,
0,Niigata,Japan,Minamiuonuma District
0,Wisconsin,United States,Manitowoc County
0,Gifu,Japan,
0,Grisons,Switzerland,Viamala
0,Michigan,United States,Charlevoix County
0,Ticino,Switzerland,Vallemaggia District
0,Ontario,Canada,Regional Municipality of Peel
0,Friuli-Venezia Giulia,Italy,Province of Pordenone
0,Hebei,China,
0,Nagano,Japan,Shimotakai District
0,Hokkaido,Japan,Kamiiso District
0,Hokkaido,Japan,Kamikawa District
0,Manitoba,Canada,Municipality of Swan Valley West
0,Murmansk Oblast,Russia,Gorod Kirovsk
0,Niigata,Japan,
0,Wisconsin,United States,Wood County
0,Maine,United States,Somerset County
0,Massachusetts,United States,Berkshire County
0,Ticino,Switzerland,Leventina District
0,Okayama,Japan,
0,Saxony,Germany,
0,New Hampshire,United States,Rockingham County
0,Sermersooq Municipality,Greenland,
0,Victoria,Australia,Yarra Ranges Shire
0,Quebec,Canada,Estrie
0,Washington,United States,Kittitas County
0,New York,United States,Essex County
0,Alberta,Canada,Smoky River No. 130
0,Yamanashi,Japan,
0,Uri,Switzerland,Uri
0,Colorado,United States,Huerfano County
0,Grisons,Switzerland,Prättigau/Davos District
0,Ohio,United States,Lake County
0,Alberta,Canada,Grande Prairie County No. 1
0,Alberta,Canada,Paintearth County No. 18
0,Niigata,Japan,
0,Colorado,United States,Gunnison County
0,Hiroshima,Japan,
0,Niigata,Japan,
0,British Columbia,Canada,Cariboo
0,Gifu,Japan,
0,Michigan,United States,Otsego County
0,California,United States,Plumas County
0,Ticino,Switzerland,Leventina District
0,Okayama,Japan,
0,Leningrad Oblast,Russia,Priozersky District
0,Hokkaido,Japan,Futami District
0,Niigata,Japan,
0,Vorarlberg,Austria,Bludenz District
0,Canton of Lucerne,Switzerland,Entlebuch District
0,Wisconsin,United States,Brown County
0,Niigata,Japan,
0,Saskatchewan,Canada,
0,Maine,United States,York County
0,Niigata,Japan,
0,Alberta,Canada,Yellowhead County
0,Coahuila,Mexico,Arteaga
0,Niigata,Japan,
0,Washington,United States,King County
0,New York,United States,Oneida County
0,Hokkaido,Japan,
0,Hokkaido,Japan,Furubira District
0,Tyrol,Austria,Schwaz District
0,Styria,Austria,Liezen District
0,Valais,Switzerland,Martigny District
0,Valais,Switzerland,Hérens District
0,Valais,Switzerland,Hérens District
0,Valais,Switzerland,Hérens District
0,Canton of Bern,Switzerland,Frutigen-Niedersimmental
0,Canton of Bern,Switzerland,Frutigen-Niedersimmental
0,Canton of Bern,Switzerland,Interlaken-Oberhasli District
0,Canton of Bern,Switzerland,Bern-Mittelland District
0,Obwalden,Switzerland,Obwalden
0,Schwyz,Switzerland,Schwyz District
0,St. Gallen,Switzerland,Toggenburg District
0,Hokkaido,Japan,Kabato District
0,Grisons,Switzerland,Moesa District
0,Grisons,Switzerland,Viamala
0,Grisons,Switzerland,Plessur District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Nakagawa District
0,Hokkaido,Japan,Shari District
0,Hokkaido,Japan,Shari District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Mombetsu District
0,Hokkaido,Japan,Abashiri District
0,Grand Est,France,Vosges
0,St. Gallen,Switzerland,See-Gaster District
0,Himachal Pradesh,India,Mandi Division
0,Hokkaido,Japan,Sorachi District
0,Hokkaido,Japan,
0,Appenzell Innerrhoden,Switzerland,Schwende-Rüte
0,Valais,Switzerland,Entremont District
0,Hyogo,Japan,Mikata District
0,Hyogo,Japan,
0,Hyogo,Japan,
0,Kyoto,Japan,
0,Kyoto,Japan,
0,Kyoto,Japan,
0,County Wicklow,Ireland,Wicklow
0,Shiga,Japan,
0,Shiga,Japan,
0,British Columbia,Canada,Cariboo
0,Massachusetts,United States,Franklin County
0,Fez-Meknès,Morocco,Ifrane Province
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Świętokrzyskie Voivodeship,Poland,Kielce County
0,Kanagawa,Japan,Ashigarashimo District
0,Saitama,Japan,Hiki District
0,Tochigi,Japan,
0,Tochigi,Japan,
0,Akita,Japan,
0,Kagawa,Japan,
0,Akita,Japan,
0,Washington,United States,Chelan County
0,Akita,Japan,
0,Akita,Japan,
0,Akita,Japan,
0,Akita,Japan,
0,Sardinia,Italy,Province of Nuoro
0,Vermont,United States,Caledonia County
0,Lapland,Finland,Eastern Lapland
0,Norðurþing,Iceland,
0,Fjarðabyggð,Iceland,
0,California,United States,San Diego County
0,Jamtland County,Sweden,Berg Municipality
0,Ísafjarðarbær,Iceland,
0,Minnesota,United States,Wabasha County
